"military_annual_salary","yos_zscore","rank_level","rank_category_binary","branch_army","branch_navy","skill_ordinal","military_salary_zscore","salary_multiple_zscore","civilian_salary_multiple"
36720,-0.579894491205039,2,0,1,0,5,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,5,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,5,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,0,5,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,1,0,4,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,1,0,2,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,4,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,4,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,1,0,6,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,6,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,0,6,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,1,0,3,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,3,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,3,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,0,3,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,6,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,0,6,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,1,0,1,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,1,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,0,1,-1.36419617540673,1.66525457858683,1.81236383442266
37416,-0.172287493763816,2,0,1,0,6,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,6,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,0,6,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,1,0,2,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,1,0,2,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,2,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,2,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,0,2,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,1,0,5,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,5,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,5,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,0,5,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,1,0,4,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,4,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,1,0,6,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,0,6,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,1,0,3,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,1,0,3,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,3,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,3,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,1,0,6,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,6,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,1,0,1,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,1,1,-1.33141761979254,1.58259477699245,1.77865084455848
37416,-0.172287493763816,2,0,0,0,1,-1.33141761979254,1.58259477699245,1.77865084455848
38568,0.235319503677407,2,0,0,1,6,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,0,6,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,1,0,2,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,1,0,2,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,1,2,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,1,2,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,1,0,5,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,1,0,5,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,1,5,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,1,5,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,0,5,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,1,0,4,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,0,4,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,1,0,6,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,1,6,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,0,6,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,1,3,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,1,3,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,1,0,6,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,1,6,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,0,6,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,1,0,1,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,1,1,-1.27716345877597,1.45233415366151,1.72552375025928
38568,0.235319503677407,2,0,0,0,1,-1.27716345877597,1.45233415366151,1.72552375025928
39912,0.642926501118629,2,0,1,0,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,0,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,0,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,2,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,5,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,5,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,5,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,0,5,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,2,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,4,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,4,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,0,4,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,3,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,3,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,3,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,0,3,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,0,6,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,1,0,1,-1.21386693758996,1.3098673083608,1.66741832030467
39912,0.642926501118629,2,0,0,1,1,-1.21386693758996,1.3098673083608,1.66741832030467
37704,-1.39510848608748,2,0,1,0,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,0,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,0,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,2,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,2,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,2,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,5,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,5,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,5,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,5,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,4,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,2,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,4,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,4,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,0,4,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,0,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,3,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,3,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,3,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,0,3,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,0,6,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,1,0,1,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,1,1,-1.3178540795384,1.54928337952383,1.76506471461914
37704,-1.39510848608748,2,0,0,0,1,-1.3178540795384,1.54928337952383,1.76506471461914
40920,-0.987501488646261,2,0,1,0,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,1,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,1,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,0,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,2,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,2,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,1,2,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,5,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,5,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,1,5,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,4,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,2,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,1,4,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,0,4,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,1,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,0,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,3,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,1,3,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,1,6,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,1,0,1,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,1,1,-1.16639454670046,1.2091587070126,1.62634408602151
40920,-0.987501488646261,2,0,0,0,1,-1.16639454670046,1.2091587070126,1.62634408602151
42936,-0.579894491205039,2,0,1,0,6,-1.07144976492145,1.02192740009024,1.54998136761692
42936,-0.579894491205039,2,0,0,1,6,-1.07144976492145,1.02192740009024,1.54998136761692
