"military_annual_salary","years_of_service","rank_level","rank_category_binary","branch_army","branch_navy","skill_ordinal","civilian_salary_multiple","experience_level"
29856,2,1,0,1,0,3,2.22903269024652,"Entry"
29856,2,1,0,0,1,3,2.22903269024652,"Entry"
29856,2,1,0,0,0,3,2.22903269024652,"Entry"
29856,2,1,0,1,0,6,2.22903269024652,"Entry"
29856,2,1,0,0,0,6,2.22903269024652,"Entry"
29856,2,1,0,1,0,1,2.22903269024652,"Entry"
29856,2,1,0,0,1,1,2.22903269024652,"Entry"
29856,2,1,0,0,0,1,2.22903269024652,"Entry"
33888,2,2,0,1,0,6,1.96382200188857,"Entry"
33888,2,2,0,1,0,6,1.96382200188857,"Entry"
33888,2,2,0,0,1,6,1.96382200188857,"Entry"
33888,2,2,0,0,0,6,1.96382200188857,"Entry"
33888,2,2,0,1,0,2,1.96382200188857,"Entry"
33888,2,2,0,1,0,2,1.96382200188857,"Entry"
33888,2,2,0,0,0,2,1.96382200188857,"Entry"
33888,2,2,0,1,0,5,1.96382200188857,"Entry"
33888,2,2,0,0,1,5,1.96382200188857,"Entry"
33888,2,2,0,0,1,5,1.96382200188857,"Entry"
33888,2,2,0,0,0,5,1.96382200188857,"Entry"
33888,2,2,0,0,1,4,1.96382200188857,"Entry"
33888,2,2,0,0,1,4,1.96382200188857,"Entry"
33888,2,2,0,0,0,4,1.96382200188857,"Entry"
33888,2,2,0,0,1,6,1.96382200188857,"Entry"
33888,2,2,0,1,0,3,1.96382200188857,"Entry"
33888,2,2,0,1,0,3,1.96382200188857,"Entry"
33888,2,2,0,0,1,3,1.96382200188857,"Entry"
33888,2,2,0,0,1,3,1.96382200188857,"Entry"
33888,2,2,0,0,0,3,1.96382200188857,"Entry"
33888,2,2,0,0,1,6,1.96382200188857,"Entry"
33888,2,2,0,0,0,6,1.96382200188857,"Entry"
33888,2,2,0,0,1,1,1.96382200188857,"Entry"
33888,2,2,0,0,0,1,1.96382200188857,"Entry"
35736,4,2,0,1,0,6,1.86226774121334,"Mid"
35736,4,2,0,1,0,6,1.86226774121334,"Mid"
35736,4,2,0,0,1,6,1.86226774121334,"Mid"
35736,4,2,0,0,0,6,1.86226774121334,"Mid"
35736,4,2,0,0,0,6,1.86226774121334,"Mid"
35736,4,2,0,1,0,2,1.86226774121334,"Mid"
35736,4,2,0,1,0,2,1.86226774121334,"Mid"
35736,4,2,0,0,1,2,1.86226774121334,"Mid"
35736,4,2,0,0,1,2,1.86226774121334,"Mid"
35736,4,2,0,0,0,2,1.86226774121334,"Mid"
35736,4,2,0,1,0,5,1.86226774121334,"Mid"
35736,4,2,0,0,1,5,1.86226774121334,"Mid"
35736,4,2,0,0,1,5,1.86226774121334,"Mid"
35736,4,2,0,0,0,5,1.86226774121334,"Mid"
35736,4,2,0,1,0,4,1.86226774121334,"Mid"
35736,4,2,0,0,1,4,1.86226774121334,"Mid"
35736,4,2,0,0,1,4,1.86226774121334,"Mid"
35736,4,2,0,0,0,4,1.86226774121334,"Mid"
35736,4,2,0,1,0,6,1.86226774121334,"Mid"
35736,4,2,0,1,0,6,1.86226774121334,"Mid"
35736,4,2,0,0,0,6,1.86226774121334,"Mid"
35736,4,2,0,1,0,3,1.86226774121334,"Mid"
35736,4,2,0,1,0,3,1.86226774121334,"Mid"
35736,4,2,0,0,0,3,1.86226774121334,"Mid"
35736,4,2,0,1,0,6,1.86226774121334,"Mid"
35736,4,2,0,0,1,6,1.86226774121334,"Mid"
35736,4,2,0,0,0,1,1.86226774121334,"Mid"
36720,6,2,0,1,0,6,1.81236383442266,"Mid"
36720,6,2,0,0,1,6,1.81236383442266,"Mid"
36720,6,2,0,0,0,6,1.81236383442266,"Mid"
36720,6,2,0,0,0,6,1.81236383442266,"Mid"
36720,6,2,0,1,0,2,1.81236383442266,"Mid"
36720,6,2,0,0,1,2,1.81236383442266,"Mid"
36720,6,2,0,0,1,2,1.81236383442266,"Mid"
36720,6,2,0,1,0,5,1.81236383442266,"Mid"
36720,6,2,0,0,1,5,1.81236383442266,"Mid"
36720,6,2,0,0,1,5,1.81236383442266,"Mid"
36720,6,2,0,0,0,5,1.81236383442266,"Mid"
36720,6,2,0,1,0,4,1.81236383442266,"Mid"
36720,6,2,0,1,0,2,1.81236383442266,"Mid"
36720,6,2,0,0,1,4,1.81236383442266,"Mid"
36720,6,2,0,0,1,4,1.81236383442266,"Mid"
36720,6,2,0,1,0,6,1.81236383442266,"Mid"
36720,6,2,0,0,1,6,1.81236383442266,"Mid"
36720,6,2,0,0,0,6,1.81236383442266,"Mid"
36720,6,2,0,1,0,3,1.81236383442266,"Mid"
36720,6,2,0,0,1,3,1.81236383442266,"Mid"
36720,6,2,0,0,1,3,1.81236383442266,"Mid"
36720,6,2,0,0,0,3,1.81236383442266,"Mid"
36720,6,2,0,0,1,6,1.81236383442266,"Mid"
36720,6,2,0,0,0,6,1.81236383442266,"Mid"
36720,6,2,0,1,0,1,1.81236383442266,"Mid"
36720,6,2,0,0,1,1,1.81236383442266,"Mid"
36720,6,2,0,0,0,1,1.81236383442266,"Mid"
37416,8,2,0,1,0,6,1.77865084455848,"Mid"
37416,8,2,0,0,1,6,1.77865084455848,"Mid"
37416,8,2,0,0,0,6,1.77865084455848,"Mid"
37416,8,2,0,1,0,2,1.77865084455848,"Mid"
37416,8,2,0,1,0,2,1.77865084455848,"Mid"
37416,8,2,0,0,1,2,1.77865084455848,"Mid"
37416,8,2,0,0,1,2,1.77865084455848,"Mid"
37416,8,2,0,0,0,2,1.77865084455848,"Mid"
37416,8,2,0,1,0,5,1.77865084455848,"Mid"
37416,8,2,0,0,1,5,1.77865084455848,"Mid"
37416,8,2,0,0,1,5,1.77865084455848,"Mid"
37416,8,2,0,0,0,5,1.77865084455848,"Mid"
37416,8,2,0,1,0,4,1.77865084455848,"Mid"
37416,8,2,0,0,1,4,1.77865084455848,"Mid"
37416,8,2,0,1,0,6,1.77865084455848,"Mid"
37416,8,2,0,0,0,6,1.77865084455848,"Mid"
37416,8,2,0,1,0,3,1.77865084455848,"Mid"
37416,8,2,0,1,0,3,1.77865084455848,"Mid"
37416,8,2,0,0,1,3,1.77865084455848,"Mid"
37416,8,2,0,0,1,3,1.77865084455848,"Mid"
37416,8,2,0,1,0,6,1.77865084455848,"Mid"
37416,8,2,0,0,1,6,1.77865084455848,"Mid"
37416,8,2,0,1,0,1,1.77865084455848,"Mid"
37416,8,2,0,0,1,1,1.77865084455848,"Mid"
37416,8,2,0,0,0,1,1.77865084455848,"Mid"
38568,10,2,0,0,1,6,1.72552375025928,"Mid"
38568,10,2,0,0,0,6,1.72552375025928,"Mid"
38568,10,2,0,1,0,2,1.72552375025928,"Mid"
38568,10,2,0,1,0,2,1.72552375025928,"Mid"
38568,10,2,0,0,1,2,1.72552375025928,"Mid"
38568,10,2,0,0,1,2,1.72552375025928,"Mid"
38568,10,2,0,1,0,5,1.72552375025928,"Mid"
38568,10,2,0,1,0,5,1.72552375025928,"Mid"
38568,10,2,0,0,1,5,1.72552375025928,"Mid"
38568,10,2,0,0,1,5,1.72552375025928,"Mid"
38568,10,2,0,0,0,5,1.72552375025928,"Mid"
38568,10,2,0,1,0,4,1.72552375025928,"Mid"
38568,10,2,0,0,0,4,1.72552375025928,"Mid"
38568,10,2,0,1,0,6,1.72552375025928,"Mid"
38568,10,2,0,0,1,6,1.72552375025928,"Mid"
38568,10,2,0,0,0,6,1.72552375025928,"Mid"
38568,10,2,0,0,1,3,1.72552375025928,"Mid"
38568,10,2,0,0,1,3,1.72552375025928,"Mid"
38568,10,2,0,1,0,6,1.72552375025928,"Mid"
38568,10,2,0,0,1,6,1.72552375025928,"Mid"
38568,10,2,0,0,0,6,1.72552375025928,"Mid"
38568,10,2,0,1,0,1,1.72552375025928,"Mid"
38568,10,2,0,0,1,1,1.72552375025928,"Mid"
38568,10,2,0,0,0,1,1.72552375025928,"Mid"
39912,12,2,0,1,0,6,1.66741832030467,"Senior"
39912,12,2,0,1,0,6,1.66741832030467,"Senior"
39912,12,2,0,0,1,6,1.66741832030467,"Senior"
39912,12,2,0,0,1,6,1.66741832030467,"Senior"
39912,12,2,0,0,0,6,1.66741832030467,"Senior"
39912,12,2,0,0,0,6,1.66741832030467,"Senior"
39912,12,2,0,1,0,2,1.66741832030467,"Senior"
39912,12,2,0,1,0,5,1.66741832030467,"Senior"
39912,12,2,0,1,0,5,1.66741832030467,"Senior"
39912,12,2,0,0,1,5,1.66741832030467,"Senior"
39912,12,2,0,0,0,5,1.66741832030467,"Senior"
39912,12,2,0,1,0,2,1.66741832030467,"Senior"
39912,12,2,0,0,1,4,1.66741832030467,"Senior"
39912,12,2,0,0,1,4,1.66741832030467,"Senior"
39912,12,2,0,0,0,4,1.66741832030467,"Senior"
39912,12,2,0,1,0,6,1.66741832030467,"Senior"
39912,12,2,0,1,0,6,1.66741832030467,"Senior"
39912,12,2,0,0,1,6,1.66741832030467,"Senior"
39912,12,2,0,0,1,6,1.66741832030467,"Senior"
39912,12,2,0,1,0,3,1.66741832030467,"Senior"
39912,12,2,0,1,0,3,1.66741832030467,"Senior"
39912,12,2,0,0,1,3,1.66741832030467,"Senior"
39912,12,2,0,0,0,3,1.66741832030467,"Senior"
39912,12,2,0,1,0,6,1.66741832030467,"Senior"
39912,12,2,0,0,1,6,1.66741832030467,"Senior"
39912,12,2,0,0,0,6,1.66741832030467,"Senior"
39912,12,2,0,1,0,1,1.66741832030467,"Senior"
39912,12,2,0,0,1,1,1.66741832030467,"Senior"
37704,2,2,0,1,0,6,1.76506471461914,"Entry"
37704,2,2,0,0,1,6,1.76506471461914,"Entry"
37704,2,2,0,0,0,6,1.76506471461914,"Entry"
37704,2,2,0,0,0,6,1.76506471461914,"Entry"
37704,2,2,0,1,0,2,1.76506471461914,"Entry"
37704,2,2,0,1,0,2,1.76506471461914,"Entry"
37704,2,2,0,0,1,2,1.76506471461914,"Entry"
37704,2,2,0,1,0,5,1.76506471461914,"Entry"
37704,2,2,0,1,0,5,1.76506471461914,"Entry"
37704,2,2,0,0,1,5,1.76506471461914,"Entry"
37704,2,2,0,0,1,5,1.76506471461914,"Entry"
37704,2,2,0,1,0,4,1.76506471461914,"Entry"
37704,2,2,0,1,0,2,1.76506471461914,"Entry"
37704,2,2,0,0,1,4,1.76506471461914,"Entry"
37704,2,2,0,0,1,4,1.76506471461914,"Entry"
37704,2,2,0,0,0,4,1.76506471461914,"Entry"
37704,2,2,0,1,0,6,1.76506471461914,"Entry"
37704,2,2,0,1,0,6,1.76506471461914,"Entry"
37704,2,2,0,0,1,6,1.76506471461914,"Entry"
37704,2,2,0,0,0,6,1.76506471461914,"Entry"
37704,2,2,0,1,0,3,1.76506471461914,"Entry"
37704,2,2,0,1,0,3,1.76506471461914,"Entry"
37704,2,2,0,0,1,3,1.76506471461914,"Entry"
37704,2,2,0,0,0,3,1.76506471461914,"Entry"
37704,2,2,0,1,0,6,1.76506471461914,"Entry"
37704,2,2,0,0,1,6,1.76506471461914,"Entry"
37704,2,2,0,0,0,6,1.76506471461914,"Entry"
37704,2,2,0,1,0,1,1.76506471461914,"Entry"
37704,2,2,0,0,1,1,1.76506471461914,"Entry"
37704,2,2,0,0,0,1,1.76506471461914,"Entry"
40920,4,2,0,1,0,6,1.62634408602151,"Mid"
40920,4,2,0,1,0,6,1.62634408602151,"Mid"
40920,4,2,0,0,1,6,1.62634408602151,"Mid"
40920,4,2,0,0,1,6,1.62634408602151,"Mid"
40920,4,2,0,0,0,6,1.62634408602151,"Mid"
40920,4,2,0,1,0,2,1.62634408602151,"Mid"
40920,4,2,0,1,0,2,1.62634408602151,"Mid"
40920,4,2,0,0,1,2,1.62634408602151,"Mid"
40920,4,2,0,1,0,5,1.62634408602151,"Mid"
40920,4,2,0,1,0,5,1.62634408602151,"Mid"
40920,4,2,0,0,1,5,1.62634408602151,"Mid"
40920,4,2,0,1,0,4,1.62634408602151,"Mid"
40920,4,2,0,1,0,2,1.62634408602151,"Mid"
40920,4,2,0,0,1,4,1.62634408602151,"Mid"
40920,4,2,0,0,0,4,1.62634408602151,"Mid"
40920,4,2,0,1,0,6,1.62634408602151,"Mid"
40920,4,2,0,0,1,6,1.62634408602151,"Mid"
40920,4,2,0,0,0,6,1.62634408602151,"Mid"
40920,4,2,0,1,0,3,1.62634408602151,"Mid"
40920,4,2,0,0,1,3,1.62634408602151,"Mid"
40920,4,2,0,1,0,6,1.62634408602151,"Mid"
40920,4,2,0,0,1,6,1.62634408602151,"Mid"
40920,4,2,0,1,0,1,1.62634408602151,"Mid"
40920,4,2,0,0,1,1,1.62634408602151,"Mid"
40920,4,2,0,0,0,1,1.62634408602151,"Mid"
42936,6,2,0,1,0,6,1.54998136761692,"Mid"
42936,6,2,0,0,1,6,1.54998136761692,"Mid"
42936,6,2,0,0,0,6,1.54998136761692,"Mid"
42936,6,2,0,1,0,2,1.54998136761692,"Mid"
42936,6,2,0,0,1,2,1.54998136761692,"Mid"
42936,6,2,0,0,1,2,1.54998136761692,"Mid"
42936,6,2,0,0,0,2,1.54998136761692,"Mid"
42936,6,2,0,1,0,5,1.54998136761692,"Mid"
42936,6,2,0,1,0,5,1.54998136761692,"Mid"
42936,6,2,0,1,0,4,1.54998136761692,"Mid"
42936,6,2,0,1,0,2,1.54998136761692,"Mid"
42936,6,2,0,0,1,4,1.54998136761692,"Mid"
42936,6,2,0,1,0,6,1.54998136761692,"Mid"
42936,6,2,0,0,1,6,1.54998136761692,"Mid"
42936,6,2,0,0,1,6,1.54998136761692,"Mid"
42936,6,2,0,1,0,3,1.54998136761692,"Mid"
42936,6,2,0,0,1,3,1.54998136761692,"Mid"
42936,6,2,0,0,1,3,1.54998136761692,"Mid"
42936,6,2,0,1,0,6,1.54998136761692,"Mid"
42936,6,2,0,0,1,6,1.54998136761692,"Mid"
42936,6,2,0,0,0,6,1.54998136761692,"Mid"
42936,6,2,0,1,0,1,1.54998136761692,"Mid"
42936,6,2,0,0,0,1,1.54998136761692,"Mid"
44952,8,2,0,1,0,6,1.48046805481402,"Mid"
44952,8,2,0,0,1,6,1.48046805481402,"Mid"
44952,8,2,0,0,1,6,1.48046805481402,"Mid"
44952,8,2,0,0,0,6,1.48046805481402,"Mid"
44952,8,2,0,0,1,2,1.48046805481402,"Mid"
44952,8,2,0,0,1,5,1.48046805481402,"Mid"
44952,8,2,0,1,0,4,1.48046805481402,"Mid"
44952,8,2,0,1,0,2,1.48046805481402,"Mid"
44952,8,2,0,0,1,4,1.48046805481402,"Mid"
44952,8,2,0,0,1,4,1.48046805481402,"Mid"
44952,8,2,0,0,0,4,1.48046805481402,"Mid"
44952,8,2,0,1,0,6,1.48046805481402,"Mid"
44952,8,2,0,0,1,6,1.48046805481402,"Mid"
44952,8,2,0,0,1,6,1.48046805481402,"Mid"
44952,8,2,0,0,0,6,1.48046805481402,"Mid"
44952,8,2,0,1,0,3,1.48046805481402,"Mid"
44952,8,2,0,1,0,3,1.48046805481402,"Mid"
44952,8,2,0,0,1,3,1.48046805481402,"Mid"
44952,8,2,0,0,1,3,1.48046805481402,"Mid"
44952,8,2,0,0,0,3,1.48046805481402,"Mid"
44952,8,2,0,1,0,6,1.48046805481402,"Mid"
44952,8,2,0,0,0,6,1.48046805481402,"Mid"
44952,8,2,0,0,1,1,1.48046805481402,"Mid"
44952,8,2,0,0,0,1,1.48046805481402,"Mid"
46896,10,2,0,1,0,6,1.41909757761856,"Mid"
46896,10,2,0,1,0,6,1.41909757761856,"Mid"
46896,10,2,0,0,1,6,1.41909757761856,"Mid"
46896,10,2,0,0,0,6,1.41909757761856,"Mid"
46896,10,2,0,0,0,6,1.41909757761856,"Mid"
46896,10,2,0,1,0,2,1.41909757761856,"Mid"
46896,10,2,0,1,0,2,1.41909757761856,"Mid"
46896,10,2,0,0,1,2,1.41909757761856,"Mid"
46896,10,2,0,0,1,2,1.41909757761856,"Mid"
46896,10,2,0,0,0,2,1.41909757761856,"Mid"
46896,10,2,0,1,0,5,1.41909757761856,"Mid"
46896,10,2,0,0,1,5,1.41909757761856,"Mid"
46896,10,2,0,0,1,5,1.41909757761856,"Mid"
46896,10,2,0,0,0,5,1.41909757761856,"Mid"
46896,10,2,0,1,0,4,1.41909757761856,"Mid"
46896,10,2,0,1,0,2,1.41909757761856,"Mid"
46896,10,2,0,0,1,4,1.41909757761856,"Mid"
46896,10,2,0,0,0,4,1.41909757761856,"Mid"
46896,10,2,0,1,0,6,1.41909757761856,"Mid"
46896,10,2,0,1,0,6,1.41909757761856,"Mid"
46896,10,2,0,0,1,6,1.41909757761856,"Mid"
46896,10,2,0,0,1,6,1.41909757761856,"Mid"
46896,10,2,0,0,0,6,1.41909757761856,"Mid"
46896,10,2,0,1,0,3,1.41909757761856,"Mid"
46896,10,2,0,1,0,3,1.41909757761856,"Mid"
46896,10,2,0,0,1,3,1.41909757761856,"Mid"
46896,10,2,0,0,1,3,1.41909757761856,"Mid"
46896,10,2,0,1,0,6,1.41909757761856,"Mid"
46896,10,2,0,0,1,6,1.41909757761856,"Mid"
46896,10,2,0,0,0,6,1.41909757761856,"Mid"
46896,10,2,0,1,0,1,1.41909757761856,"Mid"
46896,10,2,0,0,1,1,1.41909757761856,"Mid"
49176,12,2,0,1,0,6,1.35330242394664,"Senior"
49176,12,2,0,0,1,6,1.35330242394664,"Senior"
49176,12,2,0,0,1,6,1.35330242394664,"Senior"
49176,12,2,0,0,0,6,1.35330242394664,"Senior"
49176,12,2,0,0,0,6,1.35330242394664,"Senior"
49176,12,2,0,1,0,2,1.35330242394664,"Senior"
49176,12,2,0,1,0,2,1.35330242394664,"Senior"
49176,12,2,0,0,1,2,1.35330242394664,"Senior"
49176,12,2,0,0,1,2,1.35330242394664,"Senior"
49176,12,2,0,0,0,2,1.35330242394664,"Senior"
49176,12,2,0,1,0,5,1.35330242394664,"Senior"
49176,12,2,0,0,1,5,1.35330242394664,"Senior"
49176,12,2,0,0,1,5,1.35330242394664,"Senior"
49176,12,2,0,1,0,4,1.35330242394664,"Senior"
49176,12,2,0,0,1,4,1.35330242394664,"Senior"
49176,12,2,0,0,1,4,1.35330242394664,"Senior"
49176,12,2,0,0,0,4,1.35330242394664,"Senior"
49176,12,2,0,1,0,6,1.35330242394664,"Senior"
49176,12,2,0,1,0,6,1.35330242394664,"Senior"
49176,12,2,0,0,1,6,1.35330242394664,"Senior"
49176,12,2,0,0,0,6,1.35330242394664,"Senior"
49176,12,2,0,1,0,3,1.35330242394664,"Senior"
49176,12,2,0,1,0,3,1.35330242394664,"Senior"
49176,12,2,0,0,1,3,1.35330242394664,"Senior"
49176,12,2,0,0,0,3,1.35330242394664,"Senior"
49176,12,2,0,0,1,1,1.35330242394664,"Senior"
51456,14,2,0,1,0,6,1.29333799751244,"Senior"
51456,14,2,0,1,0,6,1.29333799751244,"Senior"
51456,14,2,0,0,1,6,1.29333799751244,"Senior"
51456,14,2,0,0,0,6,1.29333799751244,"Senior"
51456,14,2,0,0,0,6,1.29333799751244,"Senior"
51456,14,2,0,1,0,2,1.29333799751244,"Senior"
51456,14,2,0,0,1,2,1.29333799751244,"Senior"
51456,14,2,0,0,1,2,1.29333799751244,"Senior"
51456,14,2,0,0,0,2,1.29333799751244,"Senior"
51456,14,2,0,0,1,5,1.29333799751244,"Senior"
51456,14,2,0,0,0,5,1.29333799751244,"Senior"
51456,14,2,0,1,0,2,1.29333799751244,"Senior"
51456,14,2,0,0,1,4,1.29333799751244,"Senior"
51456,14,2,0,0,1,4,1.29333799751244,"Senior"
51456,14,2,0,1,0,6,1.29333799751244,"Senior"
51456,14,2,0,1,0,6,1.29333799751244,"Senior"
51456,14,2,0,0,1,6,1.29333799751244,"Senior"
51456,14,2,0,0,1,6,1.29333799751244,"Senior"
51456,14,2,0,0,1,3,1.29333799751244,"Senior"
51456,14,2,0,0,0,3,1.29333799751244,"Senior"
51456,14,2,0,1,0,6,1.29333799751244,"Senior"
51456,14,2,0,0,0,6,1.29333799751244,"Senior"
51456,14,2,0,0,1,1,1.29333799751244,"Senior"
51456,14,2,0,0,0,1,1.29333799751244,"Senior"
53832,16,2,0,1,0,6,1.23625352949918,"Senior"
53832,16,2,0,0,1,6,1.23625352949918,"Senior"
53832,16,2,0,0,0,6,1.23625352949918,"Senior"
53832,16,2,0,0,0,6,1.23625352949918,"Senior"
53832,16,2,0,1,0,2,1.23625352949918,"Senior"
53832,16,2,0,0,1,2,1.23625352949918,"Senior"
53832,16,2,0,0,1,2,1.23625352949918,"Senior"
53832,16,2,0,0,0,2,1.23625352949918,"Senior"
53832,16,2,0,1,0,5,1.23625352949918,"Senior"
53832,16,2,0,1,0,5,1.23625352949918,"Senior"
53832,16,2,0,0,1,5,1.23625352949918,"Senior"
53832,16,2,0,0,0,5,1.23625352949918,"Senior"
53832,16,2,0,1,0,4,1.23625352949918,"Senior"
53832,16,2,0,1,0,2,1.23625352949918,"Senior"
53832,16,2,0,0,1,4,1.23625352949918,"Senior"
53832,16,2,0,0,1,4,1.23625352949918,"Senior"
53832,16,2,0,0,0,4,1.23625352949918,"Senior"
53832,16,2,0,1,0,6,1.23625352949918,"Senior"
53832,16,2,0,0,1,6,1.23625352949918,"Senior"
53832,16,2,0,1,0,3,1.23625352949918,"Senior"
53832,16,2,0,1,0,3,1.23625352949918,"Senior"
53832,16,2,0,0,1,3,1.23625352949918,"Senior"
53832,16,2,0,0,1,3,1.23625352949918,"Senior"
53832,16,2,0,0,0,3,1.23625352949918,"Senior"
53832,16,2,0,1,0,6,1.23625352949918,"Senior"
53832,16,2,0,0,1,6,1.23625352949918,"Senior"
53832,16,2,0,0,0,6,1.23625352949918,"Senior"
56208,18,2,0,1,0,6,1.1839951608312,"Senior"
56208,18,2,0,0,1,6,1.1839951608312,"Senior"
56208,18,2,0,0,0,6,1.1839951608312,"Senior"
56208,18,2,0,0,0,6,1.1839951608312,"Senior"
56208,18,2,0,1,0,2,1.1839951608312,"Senior"
56208,18,2,0,1,0,2,1.1839951608312,"Senior"
56208,18,2,0,0,0,2,1.1839951608312,"Senior"
56208,18,2,0,1,0,5,1.1839951608312,"Senior"
56208,18,2,0,1,0,5,1.1839951608312,"Senior"
56208,18,2,0,0,1,5,1.1839951608312,"Senior"
56208,18,2,0,0,1,5,1.1839951608312,"Senior"
56208,18,2,0,1,0,4,1.1839951608312,"Senior"
56208,18,2,0,1,0,2,1.1839951608312,"Senior"
56208,18,2,0,0,1,4,1.1839951608312,"Senior"
56208,18,2,0,0,1,4,1.1839951608312,"Senior"
56208,18,2,0,0,0,4,1.1839951608312,"Senior"
56208,18,2,0,1,0,6,1.1839951608312,"Senior"
56208,18,2,0,1,0,6,1.1839951608312,"Senior"
56208,18,2,0,0,1,6,1.1839951608312,"Senior"
56208,18,2,0,0,1,6,1.1839951608312,"Senior"
56208,18,2,0,0,0,6,1.1839951608312,"Senior"
56208,18,2,0,0,1,3,1.1839951608312,"Senior"
56208,18,2,0,0,0,3,1.1839951608312,"Senior"
56208,18,2,0,1,0,6,1.1839951608312,"Senior"
56208,18,2,0,0,0,6,1.1839951608312,"Senior"
56208,18,2,0,1,0,1,1.1839951608312,"Senior"
56208,18,2,0,0,1,1,1.1839951608312,"Senior"
41736,2,3,0,1,0,6,1.59454667433391,"Entry"
41736,2,3,0,1,0,6,1.59454667433391,"Entry"
